,a/brisbane/10/2007,a/fujian/411/2002,a/indiana/8/2011,a/moscow/10/1999,a/perth/16/2009,a/swine/arkansas/a01840240/2014,a/swine/california/a01459016/2015,a/swine/illinois/a00843193/2014,a/swine/illinois/a01201606/2011,a/swine/illinois/a01241066/2012,a/swine/illinois/a01241469/2012,a/swine/illinois/a01327868/2012,a/swine/illinois/a01327903/2012,a/swine/illinois/a01462475/2015,a/swine/illinois/a01475273/2014,a/swine/illinois/a01475803/2014,a/swine/illinois/a01489882/2015,a/swine/illinois/a01493027/2014,a/swine/illinois/a01502036/2014,a/swine/illinois/a01503899/2014,a/swine/illinois/a01555180/2014,a/swine/illinois/a01555638/2015,a/swine/illinois/a01728585/2015,a/swine/illinois/a01840351/2015,a/swine/illinois/a02076652/2015,a/swine/indiana/a00968373/2012,a/swine/indiana/a01202866/2011,a/swine/indiana/a01260268/2013,a/swine/indiana/a01260466/2014,a/swine/indiana/a01260591/2014,a/swine/indiana/a01729045/2016,a/swine/indiana/a01812162/2016,a/swine/iowa/a01049750/2011,a/swine/iowa/a01202613/2011,a/swine/iowa/a01202889/2011,a/swine/iowa/a01203121/2012,a/swine/iowa/a01203196/2012,a/swine/iowa/a01290671/2013,a/swine/iowa/a01300195/2012,a/swine/iowa/a01432500/2013,a/swine/iowa/a01432770/2013,a/swine/iowa/a01432826/2013,a/swine/iowa/a01480656/2014,a/swine/iowa/a01501685/2014,a/swine/iowa/a01729543/2016,a/swine/iowa/a01730108/2016,a/swine/iowa/a01733626/2016,a/swine/michigan/a01203498/2012,a/swine/michigan/a01259000/2012,a/swine/michigan/a01432375/2013,a/swine/minnesota/a01049936/2011,a/swine/minnesota/a01125993/2012,a/swine/minnesota/a01277201/2012,a/swine/minnesota/a01280592/2013,a/swine/minnesota/a01300213/2012,a/swine/minnesota/a01327922/2012,a/swine/minnesota/a01365586/2013,a/swine/minnesota/a01366992/2014,a/swine/minnesota/a01432544/2013,a/swine/minnesota/a01471950/2015,a/swine/minnesota/a01480518/2014,a/swine/minnesota/a01847477/2015,a/swine/missouri/a01410819/2014,a/swine/missouri/a01476459/2012,a/swine/nebraska/a01241171/2012,a/swine/nebraska/a01271549/2012,a/swine/nebraska/a01478775/2015,a/swine/nebraska/a01493501/2014,a/swine/nebraska/a01567651/2015,a/swine/north_carolina/a01410118/2014,a/swine/north_carolina/a01410709/2014,a/swine/north_carolina/a01432566/2013,a/swine/north_carolina/a01476722/2014,a/swine/north_carolina/a01730588/2016,a/swine/north_carolina/a01732564/2016,a/swine/oklahoma/a01776961/2016,a/swine/pennsylvania/a01076777/2010,a/swine/texas/4199-1/1998,a/swine/texas/a01049914/2011,a/swine/wyoming/a01381202/2013,a/swine/wyoming/a01397400/2013,a/swine/wyoming/a01444562/2013,a/swine/wyoming/a01444566/2013,a/swine/wyoming/a01445305/2013,a/sydney/5/1997,a/turkey/ohio/313053/2004,a/victoria/361/2011,a/wisconsin/67/2005,a/wuhan/359/1995,a/swine/iowa/10980/2019|h3n2|ia|2019-02-12|cluster_iva_Random Forest,a/swine/iowa/14739/2019|h3n2|ia|2019-02-25|cluster_iva_Random Forest,a/swine/iowa/22754/2019|h3n2|ia|2019-03-25|cluster_iva_Random Forest,a/swine/iowa/26753/2019|h3n2|ia|2019-04-08|cluster_iva_Random Forest,a/swine/iowa/28744/2019|h3n2|ia|2019-04-15|cluster_iva_Random Forest,a/swine/iowa/32524/2019|h3n2|ia|2019-04-29|2010.1_Random Forest,a/swine/iowa/7190/2019|h3n2|ia|2019-01-28|cluster_iva_Random Forest,a/swine/kansas/10948/2019|h3n2|ks|2019-02-11|cluster_iva_Random Forest,a/swine/nebraska/14763/2019|h3n2|ne|2019-02-25|cluster_iva_Random Forest,a/swine/nebraska/23072/2019|h3n2|ne|2019-03-26|cluster_iva_Random Forest,a/swine/nebraska/24808/2019|h3n2|ne|2019-04-01|cluster_iva_Random Forest,a/swine/nebraska/27508/2019|h3n2|ne|2019-04-10|cluster_iva_Random Forest,a/swine/nebraska/28001/2019|h3n2|ne|2019-04-11|cluster_iva_Random Forest,a/swine/oklahoma/26250/2019|h3n2|ok|2019-04-05|cluster_iva_Random Forest,a/swine/south_dakota/32322/2019|h3n2|sd|2019-04-26|cluster_iva_Random Forest,a/swine/iowa/10980/2019|h3n2|ia|2019-02-12|cluster_iva_AdaBoosted,a/swine/iowa/14739/2019|h3n2|ia|2019-02-25|cluster_iva_AdaBoosted,a/swine/iowa/22754/2019|h3n2|ia|2019-03-25|cluster_iva_AdaBoosted,a/swine/iowa/26753/2019|h3n2|ia|2019-04-08|cluster_iva_AdaBoosted,a/swine/iowa/28744/2019|h3n2|ia|2019-04-15|cluster_iva_AdaBoosted,a/swine/iowa/32524/2019|h3n2|ia|2019-04-29|2010.1_AdaBoosted,a/swine/iowa/7190/2019|h3n2|ia|2019-01-28|cluster_iva_AdaBoosted,a/swine/kansas/10948/2019|h3n2|ks|2019-02-11|cluster_iva_AdaBoosted,a/swine/nebraska/14763/2019|h3n2|ne|2019-02-25|cluster_iva_AdaBoosted,a/swine/nebraska/23072/2019|h3n2|ne|2019-03-26|cluster_iva_AdaBoosted,a/swine/nebraska/24808/2019|h3n2|ne|2019-04-01|cluster_iva_AdaBoosted,a/swine/nebraska/27508/2019|h3n2|ne|2019-04-10|cluster_iva_AdaBoosted,a/swine/nebraska/28001/2019|h3n2|ne|2019-04-11|cluster_iva_AdaBoosted,a/swine/oklahoma/26250/2019|h3n2|ok|2019-04-05|cluster_iva_AdaBoosted,a/swine/south_dakota/32322/2019|h3n2|sd|2019-04-26|cluster_iva_AdaBoosted
a/swine/minnesota/a01365586/2013,6.812926577000001,5.326637568,7.97203779,6.714719037999999,6.415253037,6.895398358,6.81454726,6.586058706,7.901452158,5.536578888999999,6.900566996,8.092679855,8.096460655,7.768759383,4.199033029,1.116002374,2.4711942209999997,8.674033097,2.843317727,5.317928049,8.264629821,8.875931288,8.08162292,8.698085488,8.266681019,5.531063704,3.055032676,7.329454693,7.004495165,7.230969847000001,0.546353372,1.114634165,5.1285629219999995,6.8425219760000004,7.7602964420000005,5.9264787860000006,2.932305364,6.321570234,5.774513937,5.40498311,7.651705175,7.193823713,5.847170489,6.057180306,7.532691607,0.623715096,7.510585552,7.75040051,7.4297024579999995,3.476311492,8.634788692,7.681793272999999,8.275994844,5.625783824,8.049779972,7.193192421,0.0,6.8795969139999995,6.177618026,9.038671033,8.226324641,7.816478636,3.375754585,4.439901557,8.384388981,6.921028007,7.193367311,8.519138018,8.280175892,5.837005445,6.0846817710000005,3.02172074,6.777648747000001,8.185455859,0.645475628,8.58203753,6.519701791,4.719902055,5.429914984,6.69350991,6.286696246,6.682032373999999,6.426068025,6.5394883770000005,5.8768346220000005,7.448041364,6.315704107999999,6.193259674,3.0043635139999996,7.211336857227988,6.17040624776,7.243700142221991,6.860382514580004,5.823439047208012,4.7649478504500005,7.211336857227988,6.860382514580004,5.864356382470012,7.062822658376003,7.1497279635980036,7.062822658376003,7.062822658376003,7.161941461959993,7.5234860595459905,7.193367311,6.276625897000001,7.2299972320000006,7.193367311,6.5394883770000005,4.266255328,7.193367311,7.193367311,6.5394883770000005,7.193367311,7.193367311,7.193367311,7.193367311,7.193367311,7.97203779
a/swine/minnesota/a01366992/2014,8.126394154,7.091556993999999,1.918889448,4.681625081,5.572068645,1.958173125,2.112086341,2.388130576,3.504198212,3.622679787,2.166127188,5.51533169,2.323629859,5.374737842999999,3.200950948,7.327105765,4.940882284,5.669342605,5.003946549,2.540356224,1.561418159,2.535036386,5.905155098,3.2724016710000003,1.4489009469999998,2.531023669,7.220316759,4.842934055,2.226700992,2.17434842,6.342551407999999,7.734914361,3.4577354280000003,1.07350604,2.219212967,3.730751904,7.294710127999999,2.0599647180000002,3.1457848810000004,5.445963376,1.7248171490000002,2.164976312,3.286706908,2.351603655,4.036100347,7.253190525,0.6729648309999999,2.406696179,2.3277317809999998,6.628013348,4.129073225,0.9215304759999999,3.4507763380000003,3.5688528089999996,2.729715539,2.298622983,6.8795969139999995,0.0,3.0932406830000003,3.427607413,1.3867510459999999,1.8977476580000001,5.655328821,6.192974096,4.509912232,6.111273212,3.744051318,1.840753974,1.52171473,2.980663225,2.545401618,5.537908907,3.595305312,2.8285876310000004,7.46031866,2.705482013,2.794518072,6.197291788999999,3.771212232,0.856171087,1.134303163,1.030764595,2.189866719,2.085080995,5.77867988,3.012790007,6.183496066,6.5235725570000005,5.844113265,3.0652524984563305,3.5606985504960003,3.079443439626329,3.7972128317919993,4.583808390951996,6.499345985199981,3.0652524984563305,3.7972128317919993,4.567933811965993,2.826771175645997,2.835673793637997,2.826771175645997,2.826771175645997,3.0249483552629965,2.75884226750466,2.838852599,3.040424533,2.8388525990000004,3.618591468,3.796443772,6.616436067535712,2.838852599,3.618591468,3.796443772,2.838852599,2.838852599,2.838852599,2.838852599,2.787906361,2.808217079088236
a/swine/minnesota/a01432544/2013,8.557590471000001,7.687135802999999,2.916026647,7.078676852999999,5.159700885,1.671809233,1.567667404,4.532639233,1.781956313,3.615418718,2.929488567,7.160157227000001,5.302845785,7.484630556,2.877848695,6.782189338999999,4.4435437,7.826763537000001,4.943834869,2.0271764340000002,3.3630802060000002,4.183883511,7.95399774,4.992671995,3.6415467660000003,1.7012711930000002,5.7925278979999995,6.760325155,4.711571383,1.815233911,5.749941109,6.905721229,3.4925682389999997,2.661421454,2.334633394,4.053766793,6.272390167,1.0902763999999998,1.007396353,7.123745194,2.57663076,1.476796029,4.735616267,4.266192874,5.996161207,6.56098298,3.2853857210000004,4.442596766,3.129964587,5.087029585,5.889501172,3.89570883,6.106098161,0.8174607290000001,2.095152688,1.5095020559999999,6.177618026,3.0932406830000003,0.0,5.907049188999999,4.075103553,2.6886212830000003,5.768425566,5.899569212,7.1493671889999995,8.204678177,5.8214736270000005,4.4738626660000005,4.1219463439999995,4.417558546,4.401540903,6.0530999329999995,5.587818334,3.14701281,6.63153136,4.352088166000001,1.633762072,7.002436588999999,3.743188275,3.181403545,2.079322381,3.9247727180000003,4.744357139,4.722774375,7.741644504,3.9175150110000003,5.525815403999999,7.280592596,6.28074798,3.1902520596839934,4.381139142384002,3.2838033053099918,3.9277855613102752,5.337123979517502,6.02960183126549,3.1902520596839934,3.9277855613102752,5.352726087873505,3.144197736889993,3.138850532493993,3.144197736889993,3.144197736889993,3.152673310005994,3.4989391948839903,3.14701281,4.094270304,3.2724016710000003,3.797060375,4.943834869,5.899569212,3.14701281,3.797060375,4.787439033,3.129964587,3.129964587,3.129964587,3.129964587,3.14701281,3.14701281
a/swine/minnesota/a01471950/2015,10.89420275,9.65676111,3.3570741710000003,5.557861873999999,8.912113037000001,5.115714366000001,5.290906764,2.456213244,6.101341447,4.46484271,3.231293385,3.540881244,1.75856535,3.683201726,5.265580808999999,9.110726697999999,6.795939972,3.336671289,6.473415269,4.710133365,3.5646823469999998,2.425661105,4.0637396610000005,1.551031385,3.4410128460000005,4.805194518,8.909094577000001,3.351458974,2.083304628,5.231811512,8.514518442,9.673149674,4.574415243,3.284079016,4.019368938,4.112213238,8.720876555,5.123672589,6.316824769,5.588114827,4.651934839,4.885371783,3.4094774439999997,2.9818439580000002,2.36764292,9.234518849,3.1299730639999996,1.598933783,3.0684127180000003,8.312477602000001,1.747208408,2.985241075,1.334597182,6.220086526,5.0249869689999995,5.22480995,9.038671033,3.427607413,5.907049188999999,0.0,2.67569382,4.761289438,8.368065859,9.256117769,2.541872945,5.46477557,2.445373182,2.07875046,2.385613926,3.3259922289999997,2.966651614,6.724200402999999,2.7297710360000003,3.561360717,9.553550163999999,1.9751889669999998,4.733212647,6.36088747,4.585786049,2.976059759,4.447225191999999,3.1881389280000003,2.95098545,2.893162565,6.452437667000001,2.820510432,9.538696332999999,9.22393585,6.952866571,3.412261930071503,4.526836628807998,3.2661356799015016,4.6103146658919885,4.240185335749001,7.8085961859860085,3.412261930071503,4.6103146658919885,4.2061372924940015,4.107841882956,4.131449596481999,4.107841882956,4.107841882956,3.4102773890574984,3.8533161918979975,3.3570741710000003,4.020986377,3.3570741710000003,4.3828177230000005,3.540881244,8.368065859,3.3570741710000003,4.3828177230000005,3.4735530040000007,3.561360717,3.561360717,3.561360717,3.561360717,3.22879218,3.561360717
a/swine/minnesota/a01480518/2014,9.111217469,8.163047287000001,1.822814203,5.179411746,6.570697357999999,2.7899174589999998,2.9744740239999996,2.8095594310000003,3.966351289,4.450545231,2.638879945,5.570423856000001,1.8312127809999998,5.486633753,4.439128113,8.620808622,6.213014515,5.551678376,6.194748281,3.6593854660000003,1.098283025,1.729740619,5.992479733,2.758823345,0.817805421,3.618591468,8.449374458,5.0351164530000005,2.431511726,2.8445940939999996,7.6862908889999995,9.059083864,4.400093608,1.81042336,2.414993699,4.419312135,8.494824014,3.0896217530000003,4.267181863,6.16269809,2.108461675,2.7989217889999995,3.9372755839999996,3.0274377510000003,4.094836646,8.579168731000001,0.835905028,2.224462397,2.5253085790000003,7.821309945,3.8059230239999997,0.677326138,3.095554955,4.638575165,2.966422933,2.970784555,8.226324641,1.3867510459999999,4.075103553,2.67569382,0.0,2.190421545,6.92181703,7.419696891,4.30459789,6.530534466000001,3.897771907,0.63911441,0.360149001,3.668673904,3.1788608469999997,6.654379603,3.89656334,2.7585905989999997,8.804087915,2.1378804330000003,3.554264033,7.052435512000001,4.61331493,1.685955289,2.367229472,1.7777175180000002,2.72405191,2.580666039,6.473044878,3.165276395,7.231686738,7.476312666,6.95302336,3.1789237995943336,3.620505559454005,3.1627837128470015,3.755585544764001,4.601871590425998,6.657857293153996,3.1789237995943336,3.755585544764001,4.648981250856,2.8977095146479983,2.9019018930619978,2.8977095146479983,2.8977095146479983,3.1252345000550013,2.8157056222719965,3.095554955,3.145932738,3.0274377510000003,3.5688528089999996,3.89656334,6.92181703,3.095554955,3.5688528089999996,3.8059230239999997,2.838852599,2.838852599,2.838852599,2.838852599,2.911304185,2.7585905989999997
a/swine/minnesota/a01847477/2015,8.365918182,7.6898529270000004,2.089871034,6.171639712,5.075311424,1.085888725,1.2274701940000001,4.221089655,2.158231542,4.865574283,3.1967550119999997,7.220273401,3.869799819,7.230485343,4.316790523,8.437823522,6.079797776,7.439804916,6.351132407000001,3.421128087,1.284157815,2.980127672,7.751698016000001,4.363740315,1.437796754,3.2157993680000003,8.057430056,6.6746259729999995,4.057587676,0.920286795,7.313266757999999,8.712982661,4.7489080889999995,2.236414008,2.033556619,5.075436894,8.339193879,1.7929271340000001,2.6863002089999997,7.271272418,0.200202882,1.417633074,5.050058981,4.1844710880000004,5.7811361670000005,8.258582329,1.73246348,3.845497612,3.163901842,7.40711004,5.5250569270000005,2.111516633,5.124460771,3.4559192910000003,1.585320558,1.222750851,7.816478636,1.8977476580000001,2.6886212830000003,4.761289438,2.190421545,0.0,6.350545415,6.414627519,6.277680426,7.98855287,5.555061421,2.762826721,2.40827004,4.722568473,4.369640049,7.065147825,5.433457067999999,3.0407263889999996,8.382408744,3.553093965,3.0669011110000004,7.907809474,5.031329421000001,2.562385461,1.6487641169999998,2.832473029,4.073743212,3.9594338810000003,7.421254487000001,4.136293867,5.698157451,6.889622537,7.367474253999999,3.1488889074877213,3.9701747757980015,3.1416854068563866,3.956131859108,5.237939988016003,6.151621017621492,3.1488889074877213,3.956131859108,5.231064185522003,3.4015945317580063,3.385294376410005,3.4015945317580063,3.4015945317580063,3.1235158300337207,3.3037508059120038,3.2157993680000003,3.553093965,3.2157993680000003,3.534529285,4.783041549,6.350545415,3.2157993680000003,3.534529285,4.722568473,3.2157993680000003,3.2157993680000003,3.2157993680000003,3.2157993680000003,3.2157993680000003,3.129964587
a/swine/missouri/a01410819/2014,3.7525358619999998,2.298810174,7.257824205,4.828915469,3.7410467780000003,5.703235852000001,5.629168367999999,6.174857403,7.079520779,6.297530505,6.731359707999999,8.615976652,6.921212892000001,7.859596563999999,4.573544257,4.266255328,4.038441079,8.755916469,4.364053377,5.3650172430000005,6.98533143,8.130932024,8.307770988,8.399876402,6.862024358999999,5.514358279,5.949532335,7.547161859,6.350613472,6.000346187999999,3.07258395,4.465440859,5.821971071,6.135990716,7.155790051,6.66231549,5.947753554,5.469428214,4.974643109,5.463140155,6.230484871,6.341828314,6.0296258289999995,5.709116127000001,7.572755609,3.947741798,6.313465395,7.3252139839999995,7.20365278,6.003211378,8.640022925,6.266547217,7.5906574220000005,5.637743301,7.189824797999999,6.161652773999999,3.375754585,5.655328821,5.768425566,8.368065859,6.92181703,6.350545415,0.0,1.627905685,7.776205627,6.762184598999999,7.096462265,7.364806365,7.110258302,5.929674695,5.83078703,4.225797289,6.708803982,7.8845439,3.950327095,8.092844606,6.5125407189999995,6.13478026,6.278368491,5.8716292779999995,5.147466044,5.367702152,5.481857552,5.5246577939999995,4.755421924,7.537556172,3.7686351260000004,2.8467936739999997,4.470820758,7.072576564038024,5.9891489174200085,7.086091585258028,6.80221931233801,5.744691254081997,2.255506488438858,7.072576564038024,6.80221931233801,5.758765731039998,7.085204426186015,7.085204426186015,7.085204426186015,7.085204426186015,7.2359431951920365,7.0668686533700225,7.2036527800000005,5.8716292779999995,7.364806365,7.096462265,6.063751825,1.7786509259999999,7.2036527800000005,7.096462265,6.0296258289999995,7.110258301999999,7.110258301999999,7.110258301999999,7.110258301999999,7.572755609,7.20365278
a/swine/missouri/a01476459/2012,3.018692047,2.404677796,7.693006211,5.946431016,2.531401579,5.79520758,5.687939567999999,7.218069761000001,6.970865694,7.26957212,7.437879177999999,9.915527778,7.751249583,9.233061988,5.477066027,5.47556981,5.191984625,10.07054736,5.672653401,6.048071727000001,7.287568512000001,8.670067063,9.709670444,9.213955804,7.189520752000001,6.108423802999999,6.817707307999999,8.879669841,7.341297552,6.0253960939999995,4.218426062,5.495842926,6.8149979389999995,6.72846467,7.507960491,7.687249607999999,7.01276012,5.682925489,4.962473145,7.009575206,6.3356564,6.50980545,7.220833622000001,6.775017098999999,8.764088357,5.051968945,6.797383484,8.182523387,7.861057002000001,6.823705661,9.654042167,6.787468841,8.632072132000001,5.863371898,7.280090251,6.222280617999999,4.439901557,6.192974096,5.899569212,9.256117769,7.419696891,6.414627519,1.627905685,0.0,8.971847041,8.267615747999999,8.297934097,7.948033087000001,7.654747233999999,7.066302649,6.924539200000001,5.752952501,7.926510936000001,8.380880674,4.9390791,8.774267408,6.983576952000001,7.6639289,7.276452024,6.575204532000001,5.524432189,6.105576097,6.512248919,6.5222092410000005,6.191050251,8.364733996,2.347146201,2.488965523,5.994899146,7.5192277898059885,5.5953871991719994,7.468556199427986,7.444046372056008,6.605747257350006,2.659655351910002,7.5192277898059885,7.444046372056008,6.634561746998001,7.7175033318080075,7.7175033318080075,7.7175033318080075,7.7175033318080075,7.577799715667997,7.671319866670005,7.640594403,5.946431016,7.693006211,7.585894243999999,7.066302649,2.445373182,7.640594403,7.585894243999999,7.066302649,7.861057002000003,7.861057002000003,7.861057002000003,7.861057002000003,7.861057002000001,7.915712234
a/swine/nebraska/a01241171/2012,10.25420387,8.810957846,5.282702947,4.103009066,9.234173393999999,6.438017677,6.58583094,2.671089967,7.801899989,4.994591517,4.65346458,2.8471559760000003,2.528551663,1.7754723719999999,5.529098461,8.284269101,6.466285351000001,1.8429391730000002,5.911836348,5.523588361,5.337816281,4.721983283999999,2.183855239,3.708992582,5.103518112,5.757055879,8.752196845,2.013732495,2.4416779440000003,6.6582294420000006,7.8903742679999995,8.962770151,4.957908132,4.635076695,5.863051279,4.615755864,8.311586891000001,6.3365959720000005,7.33354332,3.7314670039999998,6.136534152,6.436688258999999,3.159808504,3.047211986,2.010166816,8.508818906,4.572330603,3.208449832,4.767088298,8.358794345,3.022207274,4.222392402,1.328570778,7.300128256,6.850490897,6.710715265,8.384388981,4.509912232,7.1493671889999995,2.541872945,4.30459789,6.277680426,7.776205627,8.971847041,0.0,3.1361088280000002,1.81453837,3.931038314,4.1516233830000004,3.2895267589999997,2.9664503730000003,5.628782408999999,2.062905719,5.583116489,8.882830625,4.209601907,6.11976175,5.032533906,5.033988394,4.048012698,5.478292432000001,3.717889893,2.694576318,2.726349292,4.568100575,4.312890144,9.811045068,8.637904755,5.832739005,4.903272454856012,4.837517438128014,4.905590168724012,5.4808084441000045,4.203803214443994,7.8326746278919925,4.903272454856012,5.4808084441000045,4.209643580697993,5.273606074738012,5.273606074738012,5.273606074738012,5.273606074738012,4.870590710136012,5.08503396500202,5.282702947,4.767088298,5.478292432000001,5.583116489,3.741819923,7.776205627,5.282702947,5.583116489,3.8962633319999997,5.523588361,5.523588361,5.523588361,5.523588361,4.828915469,4.767088298
a/swine/nebraska/a01271549/2012,9.308166194,7.616910454,7.340575159,3.566740048,9.366043068,7.8165087820000005,7.908594258,4.205800291,9.356934746,5.698411266,6.313931257,3.98996352,4.933449707,2.405831604,5.754216125,6.5872138389999995,5.711087094,3.3594899039999997,4.979470899,6.367703907,7.427216877999999,7.211620872,2.554086068,6.235847172000001,7.196718754,6.697529243,7.862159949,2.879539579,4.309787322,8.127688945,6.534500852000001,7.342422217,5.494897755,6.299791749,7.7419305529999995,5.448647607000001,7.169487795,7.5423503489999995,8.165945639,1.5280492280000002,7.818488788,7.984648021,3.87832231,4.176733968,3.806998735,6.922928678,6.481296809,5.462177582000001,6.651191314,7.773199702,5.4172815089999995,6.174308234,4.156951894,8.118205862,8.645658612,8.189217194,6.921028007,6.111273212,8.204678177,5.46477557,6.530534466000001,7.98855287,6.762184598999999,8.267615747999999,3.1361088280000002,0.0,3.472898775,6.377076402,6.4626424710000006,4.141603469,4.078198506000001,4.018132503,3.355501788,7.6446583729999995,7.3312989360000005,6.664996282000001,7.4413918279999995,3.34693603,5.641224633999999,5.673187335,6.7249815989999995,5.17677259,3.933709005,4.057629042,2.595802014,6.158425031,9.787436032,7.936093414,4.1324667360000005,6.47653687560401,5.1392821858820055,6.468314931030011,5.430606255656,4.407832141211999,7.429186770114013,6.47653687560401,5.430606255656,4.382929179091997,6.620762949567983,6.620675219489982,6.620762949567983,6.620762949567983,6.473026939964003,6.1046883887059975,6.697529243,5.645799116,6.697529243,5.6731873350000015,4.1516233830000004,7.653596918,6.697529243,5.6731873350000015,4.141603469,6.6649962820000015,6.664996282000001,6.6649962820000015,6.6649962820000015,6.664996282000003,6.158425031
a/swine/nebraska/a01478775/2015,10.06412487,8.551634697,4.282828299999999,4.595434773,8.625569526,5.4643219279999995,5.593462975,1.40001797,6.689992025,3.2234997310000004,3.2406021380000003,1.930012343,2.605658107,1.762306194,4.014786567,7.070804171,5.027638015,2.042436818,4.5049880060000005,4.01369896,4.714720548,3.99376584,2.236161028,2.804925665,4.603322154,4.27083762,7.139835735,1.145062637,1.5629254780000001,5.717928162000001,6.704658717999999,7.700457728,3.231291909,3.520993238,4.73776257,2.816433192,6.760834401,5.1849265860000004,6.128627099999999,3.383553661,5.383907721,5.3396574910000005,1.494083385,1.714825332,0.53892358,7.287911349,3.8780480219999998,2.151036795,3.446433489,6.68504949,2.05440779,3.797060375,1.565747996,5.844905501,5.817296444,5.677356735,7.193367311,3.744051318,5.8214736270000005,2.445373182,3.897771907,5.555061421,7.096462265,8.297934097,1.81453837,3.472898775,0.0,3.578591856,3.6889877889999996,1.649820765,1.5506761480000002,4.550752763,0.418126364,4.3828177230000005,7.655762358,3.318054345,4.645211295,3.9412897289999997,3.254465623,3.036921343,4.495077929,3.162524178,2.117092078,2.215276329,4.803461931,2.8285553930000003,9.145734257,8.474732562,4.733416838,3.8434972264113374,4.6709453032580015,3.750735294821338,3.889961250878791,3.767339190897997,7.097965687885994,3.8434972264113374,3.889961250878791,3.768227257037998,3.5370331625043963,3.539165399680395,3.5370331625043963,3.5370331625043963,3.7744137212193354,2.831221002267996,3.5785918560000005,4.01369896,3.481967295,3.104397301,3.129964587,7.096462265,3.5785918560000005,3.104397301,3.079825234,3.446433489,3.446433489,3.446433489,3.446433489,3.446433489,3.036921343
a/swine/nebraska/a01493501/2014,9.630964857999999,8.622769475,1.938301539,5.327554412,7.187376737999999,3.3206467230000003,3.50626192,2.660926496,4.383333081,4.426504715,2.618405591,5.153041948,1.5704781780000001,5.14180139,4.65172905,8.841401914,6.416946868999999,5.1082491569999995,6.331394307,3.8755512889999997,1.560923344,1.426958336,5.625166662000001,2.254257057,1.375075999,3.8587274739999997,8.623590947,4.70394247,2.245643125,3.377437201,7.979123197000001,9.307630212000001,4.427778495,2.028303727,2.613152855,4.316667792,8.625027441,3.54659943,4.7564465689999995,6.121908502,2.680297833,3.217588746,3.816013428,2.9776546539999997,3.71748461,8.83694014,1.317146655,1.8521534830000002,2.4406900730000003,7.987047194,3.292243385,1.188367702,2.666643069,4.988798054,3.3256827939999996,3.453708675,8.519138018,1.840753974,4.4738626660000005,2.07875046,0.63911441,2.762826721,7.364806365,7.948033087000001,3.931038314,6.377076402,3.578591856,0.0,0.375030862,3.574497648,3.096599779,6.764671458,3.639826025,2.69863801,9.08411765,1.727261925,3.7377200060000004,6.983758914,4.587741615,1.87081409,2.85821367,2.061040902,2.73859632,2.604948986,6.56424272,2.926097907,7.843639871000001,7.981304184,7.049465391,3.405018207867995,3.6482401332700007,3.4416882882599937,3.8415021540939978,4.638332330409199,7.092003317905974,3.405018207867995,3.8415021540939978,4.589675100363201,2.9119672707139954,2.908699677539996,2.9119672707139954,2.9119672707139954,3.420680941511993,2.867496036751996,3.396229973,3.514328743,3.444817652,3.71748461,4.057227889,7.364806365,3.396229973,3.71748461,3.795099814,2.911304185,2.916026647,2.911304185,2.911304185,3.444817652,2.705163818
a/swine/nebraska/a01567651/2015,9.395488835,8.404982748,1.682097692,5.315338939,6.862643833,2.9459091269999997,3.13146526,2.653385468,4.041730222,4.27881286,2.43793137,5.301826376,1.755306499,5.298719837,4.408889432,8.635384765,6.198581637,5.31905542,6.154901174,3.605001033,1.23478195,1.430458976,5.79275444,2.401956441,1.06009217,3.571230535,8.394353911,4.828059683999999,2.282749591,3.0059593010000003,7.7414882920000005,9.081665654,4.261506044,1.7385895880000002,2.327560868,4.21442565,8.427250877,3.182095117,4.389069798,6.120333325,2.317969223,2.860773871,3.7780983760000004,2.911304185,3.8495052060000003,8.611697246,0.9553531129999999,1.919923201,2.2860944180000002,7.753541332,3.4735530039999998,0.9358107859999999,2.898820843,4.6539255630000005,3.002310871,3.086445042,8.280175892,1.52171473,4.1219463439999995,2.385613926,0.360149001,2.40827004,7.110258302,7.654747233999999,4.1516233830000004,6.4626424710000006,3.6889877889999996,0.375030862,0.0,3.514643491,3.046592307,6.633675957,3.710751115,2.535891586,8.846749078,1.789225291,3.4584737010000004,6.94042071,4.443467436000001,1.633874364,2.5027223640000003,1.8893448519999998,2.7061292310000002,2.573086354,6.545021733,2.876971113,7.513459366,7.757625106,6.922340134,3.073376469153,3.656795798704,3.0753974511609985,3.851670620662002,4.590854675183998,7.0069928214740145,3.073376469153,3.851670620662002,4.615542366213998,2.9054229446679996,2.927353411402001,2.9054229446679996,2.9054229446679996,3.047043075138998,2.8183599693206616,2.911304185,3.5212369839999997,2.911224942,3.571230535,3.796443772,7.110258302,2.911304185,3.571230535,3.796443772,2.8600772119999998,2.8988208430000006,2.8600772119999998,2.8600772119999998,2.911304185,2.7585905989999997
